"Icon","ID","Title","Description","Type","Player Prompt","Objective Proposal Response","In Progress Response","Destination Completion Available Prompt","Destination Completion Available Response","Difficulty Level","Required Level","Achievement Id","Required Achievement Id","Can Be Abandoned","Can Be Shared","Can Fast Travel","Difficulty","Entitlement Id","Exclusive Territory","Experience Reward","Failure Game Event Id","Flag Pvp","Hide Available Map Icon","Hide Incomplete Turnin Marker","Item Reward Name","Item Reward Qty","Max Influence Level","NOTE","NOTES","Npc Destination Id","ORMRelease Active Override","ORMRelease Event Tags","Objective Acceptance Response","Objective Completion Response","Objective On Cooldown Response","Objective Reward","Progression Reward","Push Objective On Req Met","Push Objective On Req Retrigger","Quest Arc Tag","Repeatable","Require All Progression","Required Entitlement Id","Required Faction","Required Game Mode Id","Required World Tags","Reward Type","Reward With Player Level","Schedule Id","Should Reset In Progress Quest On Schedule End","Should Reset On Faction Change","Skip Req Achievment When Invalid","Success Game Event Id","Task","Affinity Rewards","Azoth Reward","Azoth Reward Chance","Azoth Salt","Azoth Salt Chance","Categorical Progression Id","Categorical Progression Reward","Coin Reward Chance","Creature Type","Currency Reward","Cursed Crowns","Cursed Silvers","Emit Telemetry","Event ID","Faction Influence Amount","Faction Influence Src","Faction Reputation","Faction Tokens","Game Event Type","Gear Score Range","Ignore Economy Tracker","Item Reward","Leaderboard Value","Level","Loot Limit Id","Loot Limit Reached Game Event Id","Loot Limit Reached Game Event Keep Overrides","Loot Tags","PVPXP","Remove Status Effect Categories","Remove Status Effects","Reward  Type","Reward Modifier","Rewards Notes","Scheduled Game Event Id","Seasons Xp","Status Effect Id","Territory Standing","Universal Exp Amount","Use Rested Exp","Whisper ID","Xp Of Current Level"
"","0503_0101_onfloralfauna","On Floral Fauna","Retrieve the Dryad journals dropped by Herbalist Langlais in the Glimmerfen. Then return it to her in the Reekwater Settlement.","Journey","""What sort of trouble?""","These lands are sacred to nature, and any affront to nature on Aeternum will cause a reaction here.","My journals contain decades of insights regarding Reekwater and the Angry Earth. They must be reclaimed or all my work will have been in vain.","Complete the Quest","Oh praise the Earth mother you've returned! These journals are everything to me.","0","","05_Quest_14","","true","false","false","","","0","","","false","","true","","0","","","","0503_Survivalist","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0503_0101_onfloralfauna_success","0503_0101_d_00_container_onfloralfauna","","50","1","","","","","","Quest","11000","","","true","0503_0101_onfloralfauna_success","","","","","","","","CRX_RewardContainerT5_Weapons_60","","58","","","","","","","","","","","","","","600","3520","","",""
"","0505_0101_pruningandirrigation","Pruning and Irrigation","Provide Marsh Walker Afolabi with her requested fresh Dryad Cuttings from the Glimmerfen, and Azoth Water from Azoth Springs.","Journey","""Why didn't you help her?""","Because she has much to learn, and her growth can only be accelerate by adversity… but you have done no harm.","The fresh Dryad samples and Azoth water will give us greater insights. Trust the process, young one.","Complete the Quest","Thank you, child. Some might shy away from the Dryads when they seethe as they do. You are brave.","0","","05_Quest_15","05_Quest_14","true","false","false","","","0","","","false","","true","","0","","","","0505_Artificer","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0505_0101_pruningandirrigation_success","0505_0101_d_00_container_pruningandirrigation","","50","1","","","","","","Quest","11000","","","true","0505_0101_pruningandirrigation_success","","","","","","","","CRX_RewardContainerT5_Handwear_60","","58","","","","","","","","","","","","","","600","3520","","",""
"","0505_0102_downstreameffects","New Growth","Search the Virid Grotto for Azoth crystals, and bring pieces of them back for Marsh Walker Afolabi in the Reekwater Settlement.","Journey","""Are you going to tell me?""","I am, but first, I ask your assistance in addressing a concern of my own.","The Dryads in the grotto are enraged to a degree unlike any time I've seen in the past. Do take care collecting the crystals.","Complete the Quest","Your return warms my blood, young one. Let me see these crystals.","0","","05_Quest_16","05_Quest_15","true","false","false","","","0","","","false","","true","","0","","","","0505_Artificer","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0505_0102_downstreameffects_success","0505_0102_d_00_container_downstreameffects","","100","1","","","","","","Quest+","15575","","","true","0505_0102_downstreameffects_success","","","","","","","","CRX_RewardContainerT5_Headgear_60","","59","","","","","","","","","","","","","","800","4270","","",""
"","0503_0201_excisingtheblightedroot","Excising the Blighted Root","Hunt down The Blight Bringer and any Blight Nodules in Lambent Muskeg, then travel to Fisher's Glory to ensure the Blight has not spread. Then report to Herbalist Langlais in the Reekwater Settlement.","Journey","""Where do we start?""","The greatest factor in the destabilization of nature now is of course the Blight.","Blight cannot be allowed to take hold here in Reekwater. The stakes are too high.","Complete the Quest","Good to see you back in one piece. Let us hope that your actions today helped curb the Blight. It is a great relief to learn it hasn't spread to Fisher's Glory.","0","","05_Quest_17","05_Quest_16","true","false","false","","","0","","","false","","true","","0","","","","0503_Survivalist","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0503_0201_excisingtheblightedroot_success","0503_0201_d_00_container_excisingtheblightedroot","","100","1","","","","","","Quest+","15575","","","true","0503_0201_excisingtheblightedroot_success","","","","","","","","CRX_RewardContainerT5_Weapons_60","","59","","","","","","","","","","","","","","800","4270","","",""
"","0503_0202_burdenofatonement","Burden of Atonement","Take the Dryad Offering to the Mysterious Altar in Fisher's Glory as an apology. Then report to Herbalist Langlais in the Reekwater Settlement.","Journey","""How do we atone?""","It is not difficult. Place this offering on the altar at the foot of Fisher's Glory, so they all can see it.","I appreciate you humoring me with this penance. Marsh Walker Afolabi would say we're wasting our time, but time will tell.","Complete the Quest","Ah, I can sense some measure of serenity returning to the marshes. You have done the right thing, regardless of what anyone else says.","0","","05_Quest_18","05_Quest_17","true","false","false","","","0","","","false","","true","GypsumOrb","1","","","","0503_Survivalist","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0503_0202_burdenofatonement_success","0503_0202_d_00_container_burdenofatonement","","100","1","","","","","","Quest+","15750","","","true","0503_0202_burdenofatonement_success","","","","","","","","LightFeet_SQRewardReekwaterT5","","60","","","","","","","","","","","","","","800","4310","","",""
"","0503_0203_wardensofthegreen","Upstream Investigation","Search Sha Makogai and the fallen lighthouse, Hingatirn, for any clues on the Dryads' presence in Reekwater. Then report to Herbalist Langlais in the Reekwater Settlement.","Journey","""She says it's 'for the water'.""","For the water, you say? She really believes it's to bathe themselves in the Azoth-infused waters here?","I'm convinced that the Ancient ruins will give us insights. If you don't find anything at first, just… keep trying.","Complete the Quest","So you found something then? Let's see... oh dear, this is quite dreadful!","0","","05_Quest_19","05_Quest_18","true","false","false","","","0","","","false","","true","GypsumOrb","1","","","","0503_Survivalist","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0503_0203_wardensofthegreen_success","0503_0203_d_00_container_wardensofthegreen","","100","1","","","","","","Quest+","15750","","","true","0503_0203_wardensofthegreen_success","","","","","","","","Earring2_SQRewardReekwaterT5","","60","","","","","","","","","","Custom","","","","800","4310","","",""
"","0503_0301_theeternalpool","The Eternal Pool (Elite)","Investigate the Eternal Pool and face whatever challenges lie within. Then report to Herbalist Langlais in the Reekwater Settlement.","Journey","""We should go there.""","Absolutely. It appears to be on the northern plateau, and that is indeed a place the Dryads protect quite fiercely.","There could be anything waiting for you up on the plateau. Best gather some friends and watch yourself.","Complete the Quest","You... returned. I can't even imagine what you must've witnessed there. The pool is pure Azoth, isn't it?","0","","05_Quest_20","05_Quest_19","false","false","false","","","0","","","false","","true","GypsumOrb","1","","","","0503_Survivalist","","","","","","","","","","ReekwaterArc3","false","","","","","","","","","","","","0503_0301_theeternalpool_success","0503_0301_d_00_container_theeternalpool","","100","1","","","","","","Quest+","16625","","","true","0503_0301_theeternalpool_success","","","","","","","","1hLongsword_SQRewardReekwaterT5","","65","","","","","","","","","","Custom","","","","800","4530","","",""
"","0505_0103_thedryadpromenade","The Dryad Promenade (Elite)","Follow the Dryad Promenade path into the depths of the Eternal Pool, and lay the Protector of the Source to rest.","Journey","""What's still out of balance?""","The Protector of the Source exceeds his mandate - the pool belongs to all life forms.","To defeat the Protector of the Source, I would suggest you bring allies.","Complete the Quest","[BLANK]","0","","05_Quest_24R","05_Quest_20","false","true","false","","","0","","","false","","true","","0","","","","","","","","","0505_0103_Cooldown","","","","","","true","","","","","","","","Daily","","","","0505_0103_thedryadpromenade_success","0505_0103_d_00_container_thedryadpromenade","","100","1","","","","","","Quest+","16625","","","true","0505_0103_thedryadpromenade_success","","","","","","","","","","65","","","","","","","","","","Repeatable - no item","","","","800","4530","","",""
"","0502_0106_primevalcyclops","The Original Guardian (Expedition)","Collect the Guardian's Eye from Chardis in the Lazarus Well Expedition. Then report to Legatus Fulvius in the Reekwater Settlement.","Journey","""What's the Lazarus Well?""","I'm not entirely sure, but some of the glyphs show images of a massive, many-eyed Ancient Guardian.","If you can get me the eye of that Original Guardian, this journey won't have been a waste after all.","Complete the Quest","You survived the Lazarus Well? After you left, I deciphered clues suggesting it was even more dangerous than I knew.","60","","05_Quest_Lazarus_21","05_Quest_06","false","false","false","","","0","","","false","","true","GypsumOrb","1","","","","0502_Magistrate","","","","","","","","","","","false","","","","","","","","","","","","0502_0106_primevalcyclops_success","0502_0106_d_00_container_primevalcyclops","","100","1","","","","","","Quest+","16625","","","true","0502_0106_primevalcyclops_success","","","","","","","","1hShield_SQRewardReekwaterT5","","65","","","","","","","","","","L65 Dungeon","","","","800","20000","","",""
"","0525_EXP_AncientHearts","Death's Demise","The druid Eoin Dornoll seeks help in retrieving 3 ancient hearts of enemies within Lazarus Instrumentality  so that he can study how the Ancients corrupted the natrual order and created immortality.","Journey","""I don’t shrink from danger.""","It is said this is where the Ancients committed their most egregious crimes against the natural order. This is where they broke the cycles of life and death.","For the sake of all those eternally suffering on Aeternum, I need those hearts.","Complete the Quest","Yes, I believe these hearts are exactly what I needed… they stink of the foul magics the Ancients used for their... historic atrocity.","60","","0525_EXP_AncientHearts","","true","true","false","","","0","","","false","","false","","0","","","","0525_Druid_2","","","","","0525_EXP_AncientHearts_Cooldown","","","","","","true","","","","","","","","Daily","","","","0525_EXP_AncientHearts_success","0525_EXP_AncientHearts_container","","30","1","","","","","","Quest+","13090","","","true","0525_EXP_AncientHearts_success","","","","","","","","CRX_RepeatableReward_Lazarus","","60","","","","","","","","","","","","","","375","4310","","",""
"","FM_05_PVP_ControlSpot_Marauder_objective","FM 05  PVP  Control Spot  Marauder objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_ControlSpot_Marauder_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_PoachArea_Marauder_objective","FM 05  PVP  Poach Area  Marauder objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_PoachArea_Marauder_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_SpySpot_Marauder_objective","FM 05  PVP  Spy Spot  Marauder objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_SpySpot_Marauder_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_ControlSpot_Syndicate_objective","FM 05  PVP  Control Spot  Syndicate objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_ControlSpot_Syndicate_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_PoachArea_Syndicate_objective","FM 05  PVP  Poach Area  Syndicate objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_PoachArea_Syndicate_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_SpySpot_Syndicate_objective","FM 05  PVP  Spy Spot  Syndicate objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_SpySpot_Syndicate_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_ControlSpot_Covenant_objective","FM 05  PVP  Control Spot  Covenant objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_ControlSpot_Covenant_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_PoachArea_Covenant_objective","FM 05  PVP  Poach Area  Covenant objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_PoachArea_Covenant_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_PVP_SpySpot_Covenant_objective","FM 05  PVP  Spy Spot  Covenant objective","","Mission","","","","","","0","","","","true","true","false","","","5","","","true","","false","","0","","","","","","","","","","","","","","","true","","","","","","","","Hourly","","","","","FM_05_PVP_SpySpot_Covenant_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0501_objective","FM 0501 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0501_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0502_objective","FM 0502 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0502_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0503_objective","FM 0503 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0503_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0504_objective","FM 0504 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0504_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0505_objective","FM 0505 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0505_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0506_objective","FM 0506 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0506_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0507_objective","FM 0507 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0507_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0501_objective","FM  S 0501 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0501_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0502_objective","FM  S 0502 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0502_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0503_objective","FM  S 0503 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0503_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0504_objective","FM  S 0504 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0504_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0505_objective","FM  S 0505 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0505_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0506_objective","FM  S 0506 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0506_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0507_objective","FM  S 0507 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0507_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0501_objective","FM  C 0501 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0501_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0502_objective","FM  C 0502 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0502_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0503_objective","FM  C 0503 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0503_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0504_objective","FM  C 0504 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0504_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0505_objective","FM  C 0505 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0505_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0506_objective","FM  C 0506 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0506_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0507_objective","FM  C 0507 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0507_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0561_objective","FM 0561 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0561_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0562_objective","FM 0562 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0562_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0563_objective","FM 0563 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0563_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0564_objective","FM 0564 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0564_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0565_objective","FM 0565 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0565_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0566_objective","FM 0566 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0566_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_0567_objective","FM 0567 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_0567_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0561_objective","FM  S 0561 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0561_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0562_objective","FM  S 0562 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0562_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0563_objective","FM  S 0563 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0563_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0564_objective","FM  S 0564 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0564_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0565_objective","FM  S 0565 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0565_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0566_objective","FM  S 0566 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0566_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_S_0567_objective","FM  S 0567 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_S_0567_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0561_objective","FM  C 0561 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0561_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0562_objective","FM  C 0562 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0562_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0563_objective","FM  C 0563 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0563_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0564_objective","FM  C 0564 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0564_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0565_objective","FM  C 0565 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0565_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0566_objective","FM  C 0566 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0566_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_C_0567_objective","FM  C 0567 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_C_0567_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_H_01_objective","FM 05  H 01 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_05_H_01_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_H_02_objective","FM 05  H 02 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_05_H_02_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_H_03_objective","FM 05  H 03 objective","","Mission","","","","","","0","","","","true","true","true","","","5","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_05_H_03_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_EXP_01_objective","FM 05  EXP 01 objective","","Mission","","","","","","0","","","","true","true","true","","","0","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_05_EXP_01_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_EXP_02_objective","FM 05  EXP 02 objective","","Mission","","","","","","0","","","","true","true","true","","","0","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_05_EXP_02_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","FM_05_EXP_03_objective","FM 05  EXP 03 objective","","Mission","","","","","","0","","","","true","true","true","","","0","","","false","","false","","0","","","","","","","","","","","","","","","false","","","","","","","","","","","","","FM_05_EXP_03_container","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06A_MSQ_01_Quartermaster","Feast to Famine","Speak with the Elder Saatvik Agrawal to find out if you're welcome in Corinth.","Main Story Quest","""But the Corrupted are a threat.""","<g id=""guard_laughmed"" />Well, isn't that grand? People starving in the streets, everyone whispering the Sorceress Medea's cursed us, <g id=""guard_shrugbrief"" />and now tidings of evil. What's next?","<g id=""guard_headtilthmm"" />Something else you need? If so, I suggest you look elsewhere. <g id=""guard_dismissLeft"" />Move along… else you want trouble.","Complete the Quest","<g id=""litearmor_gestureright"" />You see this poor, wretched thing? A month ago, <g id=""litearmor_nodunderstand"" />my friend Winston here baked the best bread in Corinth! Now… this is his fate for all eternity.","0","","06A_MSQ_01","","0","","","","","","","","","","TRUE","","0","","","","06_SaatvikAgrawal01","","","","","","","","","","","","","","","","","","","","","","","06A_MSQ_01_Quartermaster_success","06A_MSQ_01_Quartermaster_container","","0","1","","","","0","","MSQ-","925","","","true","06A_MSQ_01_Quartermaster_success","","","","","","","","","","7","","","","","","","","","","","","","","100","1200","","",""
